"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15907","67.20%","991","42.96%","16898","65.04%"
"White","7460","31.52%","1289","55.87%","8749","33.68%"
"Hispanic","216",".91%","18",".78%","234",".90%"
"Native American","37",".16%","6",".26%","43",".17%"
"Asian","45",".19%","1",".04%","46",".18%"
"unknown","5",".02%","2",".09%","10",".04%"
"TOTAL","23670","100.00%","2307","100.00%","25980","100.00%"
