"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14230","72.19%","1114","60.81%","15344","71.22%"
"White","5372","27.25%","698","38.10%","6070","28.18%"
"Hispanic","75","0.38%","9","0.49%","84","0.39%"
"Native American","17","0.09%","6","0.33%","23","0.11%"
"Asian","16","0.08%","5","0.27%","21","0.10%"
"unknown","1","0.01%","0","0.00%","1","0.00%"
"TOTAL","19711","100.00%","1832","100.00%","21543","100.00%"
