"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14410","71.43%","1150","59.22%","15560","70.35%"
"White","5650","28.00%","773","39.80%","6423","29.04%"
"Hispanic","75","0.37%","9","0.46%","84","0.38%"
"Native American","22","0.11%","5","0.26%","27","0.12%"
"Asian","17","0.08%","5","0.26%","22","0.10%"
"Data Unavailable","1","0.00%","0","0.00%","1","0.00%"
"TOTAL","20175","100.00%","1942","100.00%","22117","100.00%"
