"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14281","71.57%","1135","59.71%","15416","70.54%"
"White","5562","27.87%","747","39.30%","6309","28.87%"
"Hispanic","69","0.35%","6","0.32%","75","0.34%"
"Native American","24","0.12%","8","0.42%","32","0.15%"
"Asian","17","0.09%","5","0.26%","22","0.10%"
"unknown","1","0.01%","0","0.00%","1","0.00%"
"TOTAL","19954","100.00%","1901","100.00%","21855","100.00%"
