"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14,396","71.05%","1,160","58.23%","15,556","69.90%"
"White","5,740","28.33%","815","40.91%","6,555","29.46%"
"Hispanic","86","0.42%","8","0.40%","94","0.42%"
"Native American","21","0.10%","4","0.20%","25","0.11%"
"Asian","18","0.09%","5","0.25%","23","0.10%"
"Data Unavailable","1","0.00%","0","0.00%","1","0.00%"
"TOTAL","20,262","100.00%","1,992","100.00%","22,254","100.00%"
