"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15146","67.58%","960","44.90%","16106","65.61%"
"White","6974","31.12%","1152","53.88%","8126","33.10%"
"Hispanic","216",".96%","15",".70%","231",".94%"
"Native American","34",".15%","8",".37%","42",".17%"
"Asian","32",".14%","3",".14%","35",".14%"
"Data Unavailable","9",".04%","0",".00%","9",".04%"
"TOTAL","22411","100.00%","2138","100.00%","24549","100.00%"
