"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","16042","67.12%","991","42.44%","17033","64.94%"
"White","7555","31.61%","1311","56.15%","8866","33.80%"
"Hispanic","216",".90%","17",".73%","233",".89%"
"Native American","34",".14%","5",".21%","39",".15%"
"Asian","45",".19%","2",".09%","47",".18%"
"unknown","7",".03%","9",".39%","10",".04%"
"TOTAL","23899","100.00%","2335","100.00%","26228","100.00%"
