"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","13644","68.15%","675","42.21%","14319","66.23%"
"White","6171","30.82%","908","56.79%","7079","32.74%"
"Hispanic","152",".76%","10",".63%","162",".75%"
"Native American","19",".09%","2",".13%","21",".10%"
"Asian","29",".14%","4",".25%","33",".15%"
"unknown","5",".02%","0",".00%","5",".02%"
"TOTAL","20020","100.00%","1599","100.00%","21619","100.00%"
