"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","16233","68.83%","1261","51.09%","17494","67.15%"
"White","7044","29.87%","1180","47.81%","8224","31.57%"
"Hispanic","233","0.99%","16","0.65%","249","0.96%"
"Native American","23","0.10%","4","0.16%","27","0.10%"
"Asian","38","0.16%","4","0.16%","42","0.16%"
"Data Unavailable","14","0.06%","3","0.12%","17","0.07%"
"TOTAL","23585","100.00%","2468","100.00%","26053","100.00%"
