"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15,550","68.66%","1,207","49.79%","16,757","66.84%"
"White","6,837","30.19%","1,196","49.34%","8,033","32.04%"
"Hispanic","173","0.76%","13","0.54%","186","0.74%"
"Native American","21","0.09%","1","0.04%","22","0.09%"
"Asian","35","0.15%","4","0.17%","39","0.16%"
"Data Unavailable","32","0.14%","3","0.12%","35","0.14%"
"TOTAL","22,648","100.00%","2,424","100.00%","25,072","100.00%"
