"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14878","69.85%","1,217","54.82%","16095","68.43%"
"White","6261","29.39%","983","44.28%","7244","30.80%"
"Hispanic","113","0.53%","9","0.41%","122","0.52%"
"Native American","21","0.10%","4","0.18%","25","0.11%"
"Asian","28","0.13%","7","0.32%","35","0.15%"
"unknown","1","0.00%","0","0.00%","1","0.00%"
"TOTAL","21,301","100.00%","2220","100.00%","23521","100.00%"
