"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12452","63.85%","615","35.55%","13067","61.55%"
"White","6750","34.61%","1086","62.77%","7836","36.91%"
"Hispanic","206","1.06%","16",".92%","222","1.05%"
"Native American","28",".14%","6",".35%","34",".16%"
"Asian","56",".29%","5",".29%","61",".29%"
"unknown","9",".05%","2",".12%","11",".05%"
"TOTAL","19501","100.00%","1730","100.00%","21231","100.00%"
