"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","16452","68.86%","1316","50.75%","17768","67.09%"
"White","7135","29.86%","1246","48.05%","8381","31.65%"
"Hispanic","229","0.96%","15","0.58%","244","0.92%"
"Native American","23","0.10%","4","0.15%","27","0.10%"
"Asian","35","0.15%","8","0.31%","43","0.16%"
"Data Unavailable","17","0.07%","4","0.15%","21","0.08%"
"TOTAL","23891","100.00%","2593","100.00%","26484","100.00%"
