"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15630","68.82%","1109","48.77%","16739","67.00%"
"White","6774","29.83%","1138","50.04%","7912","31.67%"
"Hispanic","233","1.03%","17","0.75%","250","1.00%"
"Native American","26","0.11%","6","0.26%","32","0.13%"
"Asian","35","0.15%","3","0.13%","38","0.15%"
"unknown","12","0.05%","1","0.04%","13","0.05%"
"TOTAL","22710","100.00%","2274","100.00%","24984","100.00%"
