"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15652","68.65%","1213","49.51%","16865","66.79%"
"White","6869","30.13%","1210","49.39%","8079","31.99%"
"Hispanic","187","0.82%","15","0.61%","202","0.80%"
"Native American","27","0.12%","4","0.16%","31","0.12%"
"Asian","37","0.16%","5","0.20%","42","0.17%"
"unknown","29","0.13%","3","0.12%","32","0.13%"
"TOTAL","22801","100.00%","2450","100.00%","25251","100.00%"
