"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15889","68.80%","1239","49.19%","17128","66.87%"
"White","6908","29.91%","1253","49.74%","8161","31.86%"
"Hispanic","208","0.90%","13","0.52%","221","0.86%"
"Native American","19","0.08%","5","0.20%","24","0.09%"
"Asian","47","0.20%","4","0.16%","51","0.20%"
"unknown","24","0.10%","5","0.20%","29","0.11%"
"TOTAL","23095","100.00%","2519","100.00%","25614","100.00%"
