"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15337","68.08%","1056","46.64%","16393","66.12%"
"White","6906","30.65%","1186","52.39%","8092","32.64%"
"Hispanic","220","0.98%","15","0.66%","235","0.95%"
"Native American","24","0.11%","6","0.27%","30","0.12%"
"Asian","31","0.14%","1","0.04%","32","0.13%"
"Data Unavailable","11","0.05%","0","0.00%","11","0.04%"
"TOTAL","22529","100.00%","2264","100.00%","24793","100.00%"
