"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","16366","69.08%","1311","50.77%","17677","67.28%"
"White","7030","29.67%","1239","47.99%","8269","31.47%"
"Hispanic","222","0.94%","14","0.54%","236","0.90%"
"Native American","23","0.10%","4","0.15%","27","0.10%"
"Asian","35","0.15%","8","0.31%","43","0.16%"
"unknown","16","0.07%","6","0.23%","22","0.08%"
"TOTAL","23692","100.00%","2582","100.00%","26274","100.00%"
