"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","13554","68.20%","677","42.13%","14231","66.25%"
"White","6123","30.81%","916","57.00%","7039","32.77%"
"Hispanic","145",".73%","8",".50%","153",".71%"
"Native American","21",".11%","3",".19%","24",".11%"
"Asian","27",".14%","3",".19%","30",".14%"
"unknown","4",".02%","0",".00%","4",".02%"
"TOTAL","19874","100.00%","1607","100.00%","21481","100.00%"
