"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","13710","67.89%","675","41.28%","14385","65.90%"
"White","6278","31.09%","946","57.86%","7224","33.09%"
"Hispanic","154",".76%","10",".61%","164",".75%"
"Native American","16",".08%","2",".12%","18",".08%"
"Asian","32",".16%","2",".12%","34",".16%"
"unknown","4",".02%","0",".00%","4",".02%"
"TOTAL","20194","100.00%","1635","100.00%","21829","100.00%"
