"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","16481","68.83%","1304","50.46%","17785","67.04%"
"White","7155","29.88%","1249","48.34%","8404","31.68%"
"Hispanic","230","0.96%","16","0.62%","246","0.93%"
"Native American","23","0.10%","5","0.19%","28","0.11%"
"Asian","34","0.14%","6","0.23%","40","0.15%"
"Data Unavailable","21","0.09%","4","0.15%","25","0.09%"
"TOTAL","23944","100.00%","2584","100.00%","26528","100.00%"
