"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14510","70.87%","1181","57.78%","15691","69.68%"
"White","5835","28.50%","847","41.44%","6682","29.67%"
"Hispanic","88","0.43%","8","0.39%","96","0.43%"
"Native American","22","0.11%","3","0.15%","25","0.11%"
"Asian","18","0.09%","5","0.24%","23","0.10%"
"unknown","1","0.00%","0","0.00%","1","0.00%"
"TOTAL","20474","100.00%","2044","100.00%","22518","100.00%"
