"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11,908","64.15%","581","37.56%","12,490","62.11%"
"White","6,371","34.32%","950","61.41%","7,321","36.41%"
"Hispanic","199","1.07%","7",".45%","206","1.02%"
"Native American","28",".15%","5",".32%","33",".16%"
"Asian","47",".25%","1",".06%","48",".24%"
"Data Unavailable","9",".05%","3",".19%","12",".06%"
"TOTAL","18,562","100.00%","1,547","100.00%","20,110","100.00%"
