"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11396","64.40%","492","35.99%","11888","62.36%"
"White","6056","34.22%","858","62.77%","6914","36.27%"
"Hispanic","168",".95%","10",".73%","178",".93%"
"Native American","27",".15%","4",".29%","31",".16%"
"Asian","44",".25%","1",".07%","45",".24%"
"Data Unavailable","5",".03%","2",".15%","7",".04%"
"TOTAL","17696","100.00%","1367","100.00%","19063","100.00%"
