"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","16050","67.14%","1012","42.68%","17062","64.94%"
"White","7553","31.60%","1335","56.31%","8888","33.83%"
"Hispanic","217",".91%","15",".63%","232",".88%"
"Native American","29",".12%","5",".21%","34",".13%"
"Asian","46",".19%","2",".08%","48",".18%"
"unknown","9",".04%","2",".08%","10",".04%"
"TOTAL","23904","100.00%","2371","100.00%","26274","100.00%"
