"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15859","67.05%","998","42.16%","16857","64.78%"
"White","7499","31.70%","1,350","57.03%","8849","34.01%"
"Hispanic","205",".87%","14",".59%","219",".84%"
"Native American","31",".13%","3",".13%","34",".13%"
"Asian","51",".22%","2",".08%","53",".20%"
"unknown","9",".04%","0",".00%","9",".03%"
"TOTAL","23654","100.00%","2367","100.00%","26021","100.00%"
