"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15359","68.84%","1217","50.84%","16576","67.09%"
"White","6714","30.09%","1151","48.08%","7865","31.83%"
"Hispanic","157","0.70%","14","0.58%","171","0.69%"
"Native American","23","0.10%","3","0.13%","26","0.11%"
"Asian","42","0.19%","6","0.25%","48","0.19%"
"Data Unavailable","17","0.08%","3","0.13%","20","0.08%"
"TOTAL","22312","100.00%","2394","100.00%","24706","100.00%"
