"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15103","67.13%","905","41.69%","16008","64.89%"
"White","7106","31.59%","1,246","57.39%","8352","33.86%"
"Hispanic","212",".94%","12",".55%","224",".91%"
"Native American","29",".13%","5",".23%","34",".14%"
"Asian","35",".16%","2",".09%","37",".15%"
"unknown","12",".05%","1",".05%","13",".05%"
"TOTAL","22497","100.00%","2171","100.00%","24668","100.00%"
