"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","16422","68.97%","1317","50.89%","17739","67.20%"
"White","7078","29.73%","1239","47.87%","8317","31.50%"
"Hispanic","234","0.98%","13","0.50%","247","0.94%"
"Native American","23","0.10%","4","0.15%","27","0.10%"
"Asian","36","0.15%","8","0.31%","44","0.17%"
"Data Unavailable","18","0.08%","7","0.27%","25","0.09%"
"TOTAL","23811","100.00%","2588","100.00%","26399","100.00%"
