"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12198","64.47%","638","37.60%","12836","62.26%"
"White","6457","34.13%","1034","60.93%","7491","36.33%"
"Hispanic","186",".98%","17","1.00%","203",".98%"
"Native American","26",".14%","3",".18%","29",".14%"
"Asian","45",".24%","3",".18%","48",".23%"
"unknown","8",".04%","2",".12%","10",".05%"
"TOTAL","18920","100.00%","1697","100.00%","20617","100.00%"
