"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12502","64.46%","597","36.20%","13099","62.25%"
"White","6612","34.09%","1029","62.40%","7641","36.31%"
"Hispanic","199","1.03%","15",".91%","214","1.02%"
"Native American","25",".13%","4",".24%","29",".14%"
"Asian","52",".27%","3",".18%","55",".26%"
"Data Unavailable","5",".03%","1",".06%","6",".03%"
"TOTAL","19395","100.00%","1649","100.00%","21044","100.00%"
