"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12,829","66.51%","718","42.64%","13,547","64.60%"
"White","6,199","32.14%","943","56.00%","7,142","34.05%"
"Hispanic","183",".95%","16",".95%","199",".95%"
"Native American","30",".16%","5",".30%","35",".17%"
"Asian","41",".21%","2",".12%","43",".21%"
"Data Unavailable","6",".03%","0",".00%","6",".03%"
"TOTAL","19,288","100.00%","1,684","100.00%","20,972","100.00%"
