"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15656","68.63%","1202","49.22%","16858","66.75%"
"White","6882","30.17%","1213","49.67%","8095","32.05%"
"Hispanic","193","0.85%","14","0.57%","207","0.82%"
"Native American","22","0.10%","6","0.25%","28","0.11%"
"Asian","38","0.17%","5","0.20%","43","0.17%"
"Data Unavailable","21","0.09%","2","0.08%","23","0.09%"
"TOTAL","22812","100.00%","2442","100.00%","25254","100.00%"
