"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","16295","68.96%","1295","50.23%","17590","67.12%"
"White","7037","29.78%","1252","48.56%","8289","31.63%"
"Hispanic","219","0.93%","16","0.62%","235","0.90%"
"Native American","18","0.08%","3","0.12%","21","0.08%"
"Asian","38","0.16%","7","0.27%","45","0.17%"
"unknown","23","0.10%","5","0.19%","28","0.11%"
"TOTAL","23630","100.00%","2578","100.00%","26208","100.00%"
