"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15427","68.84%","1196","51.24%","16623","67.18%"
"White","6751","30.12%","1115","47.77%","7866","31.79%"
"Hispanic","150","0.67%","10","0.43%","160","0.65%"
"Native American","25","0.11%","3","0.13%","28","0.11%"
"Asian","39","0.17%","7","0.30%","46","0.19%"
"unknown","19","0.08%","3","0.13%","22","0.09%"
"TOTAL","22411","100.00%","2334","100.00%","24745","100.00%"
