"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12342","64.41%","622","36.35%","12964","62.11%"
"White","6552","34.19%","1066","62.30%","7618","36.50%"
"Hispanic","193","1.01%","14",".82%","207",".99%"
"Native American","28",".15%","4",".23%","32",".15%"
"Asian","39",".20%","4",".23%","43",".21%"
"Data Unavailable","8",".04%","1",".06%","9",".04%"
"TOTAL","19162","100.00%","1711","100.00%","20873","100.00%"
