"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15676","68.67%","1225","49.78%","16901","66.83%"
"White","6871","30.10%","1209","49.13%","8080","31.95%"
"Hispanic","185","0.81%","15","0.61%","200","0.79%"
"Native American","28","0.12%","3","0.12%","31","0.12%"
"Asian","38","0.17%","5","0.20%","43","0.17%"
"Data Unavailable","30","0.13%","4","0.16%","34","0.13%"
"TOTAL","22828","100.00%","2461","100.00%","25289","100.00%"
