"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14732","70.03%","1,215","56.49%","15947","68.77%"
"White","6149","29.23%","916","42.58%","7065","30.47%"
"Hispanic","106","0.50%","9","0.42%","115","0.50%"
"Native American","27","0.13%","4","0.19%","31","0.13%"
"Asian","22","0.10%","7","0.33%","29","0.13%"
"unknown","1","0.00%","0","0.00%","1","0.00%"
"TOTAL","21,037","100.00%","2151","100.00%","23188","100.00%"
