"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14868","69.87%","1228","55.17%","16096","68.48%"
"White","6246","29.35%","980","44.03%","7226","30.74%"
"Hispanic","113","0.53%","8","0.36%","121","0.51%"
"Native American","24","0.11%","3","0.13%","27","0.11%"
"Asian","29","0.14%","7","0.31%","36","0.15%"
"Data Unavailable","1","0.00%","0","0.00%","1","0.00%"
"TOTAL","21280","100.00%","2226","100.00%","23506","100.00%"
