"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14717","66.74%","900","42.80%","15617","64.65%"
"White","7039","31.92%","1177","55.97%","8216","34.01%"
"Hispanic","213",".97%","17",".81%","230",".95%"
"Native American","29",".13%","5",".24%","34",".14%"
"Asian","47",".21%","3",".14%","50",".21%"
"unknown","7",".03%","1",".05%","8",".03%"
"TOTAL","22052","100.00%","2103","100.00%","24155","100.00%"
