"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","13837","73.18%","1095","62.11%","14932","72.23%"
"White","4967","26.27%","654","37.10%","5621","27.19%"
"Hispanic","70","0.37%","7","0.40%","77","0.37%"
"Native American","16","0.08%","4","0.23%","20","0.10%"
"Asian","18","0.10%","3","0.17%","21","0.10%"
"Data Unavailable","1","0.01%","0","0.00%","1","0.00%"
"TOTAL","18909","0.00%","1763","100.00%","20672","100.00%"
