"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12736","67.20%","720","41.43%","13456","65.04%"
"White","5956","31.43%","995","57.25%","6951","33.60%"
"Hispanic","186",".98%","13",".75%","199",".96%"
"Native American","25",".13%","10",".58%","35",".17%"
"Asian","44",".23%","0",".00%","44",".21%"
"unknown","4",".02%","0",".00%","4",".02%"
"TOTAL","18951","100.00%","1738","100.00%","20689","100.00%"
