"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12702","65.44%","675","39.29%","13377","63.31%"
"White","6430","33.13%","1016","59.14%","7446","35.24%"
"Hispanic","193",".99%","21","1.22%","214","1.01%"
"Native American","27",".14%","3",".17%","30",".14%"
"Asian","52",".27%","1",".06%","53",".25%"
"unknown","6",".03%","2",".12%","8",".04%"
"TOTAL","19410","100.00%","1718","100.00%","21128","100.00%"
