"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15265","68.80%","1200","49.44%","16465","66.89%"
"White","6681","30.11%","1205","49.65%","7886","32.04%"
"Hispanic","158","0.71%","13","0.54%","171","0.69%"
"Native American","25","0.11%","2","0.08%","27","0.11%"
"Asian","35","0.16%","4","0.16%","39","0.16%"
"unknown","23","0.10%","3","0.12%","26","0.11%"
"TOTAL","22187","100.00%","2427","100.00%","24614","100.00%"
