"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15403","67.09%","913","42.35%","16316","64.97%"
"White","7244","31.55%","1218","56.49%","8462","33.69%"
"Hispanic","221",".96%","16",".74%","237",".94%"
"Native American","37",".16%","6",".28%","43",".17%"
"Asian","47",".20%","1",".05%","48",".19%"
"unknown","6",".03%","2",".09%","8",".03%"
"TOTAL","22958","100.00%","2156","100.00%","25114","100.00%"
