"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15910","68.76%","1257","49.27%","17167","66.82%"
"White","6934","29.97%","1268","49.71%","8202","31.93%"
"Hispanic","209","0.90%","12","0.47%","221","0.86%"
"Native American","18","0.08%","5","0.20%","23","0.09%"
"Asian","46","0.20%","4","0.16%","50","0.19%"
"Data Unavailable","22","0.10%","5","0.20%","27","0.11%"
"TOTAL","23139","100.00%","2551","100.00%","25690","100.00%"
