"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15037","69.31%","1234","54.17%","16271","67.87%"
"White","6455","29.75%","1024","44.95%","7479","31.20%"
"Hispanic","132","0.61%","9","0.40%","141","0.59%"
"Native American","21","0.10%","3","0.13%","24","0.10%"
"Asian","35","0.16%","5","0.22%","40","0.17%"
"unknown","15","0.07%","3","0.13%","18","0.08%"
"TOTAL","21695","100.00%","2278","100.00%","23973","100.00%"
