"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15204","68.09%","1008","45.12%","16212","66.10%"
"White","6846","30.66%","1199","53.67%","8045","32.75%"
"Hispanic","213","0.95%","17","0.76%","230","0.94%"
"Native American","28","0.13%","8","0.36%","36","0.15%"
"Asian","30","0.13%","2","0.09%","32","0.13%"
"unknown","9","0.04%","0","0.00%","9","0.04%"
"TOTAL","22330","100.00%","2234","100.00%","24564","100.00%"
