"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15,217","67.29%","905","41.10%","16,122","64.97%"
"White","7,113","31.45%","1,276","57.95%","8,389","33.80%"
"Hispanic","211",".93%","15",".68%","226",".91%"
"Native American","31",".14%","4",".18%","35",".14%"
"Asian","33",".15%","2",".09%","35",".14%"
"Data Unavailable","9",".04%","0",".00%","9",".04%"
"TOTAL","22,614","100.00%","2,202","100.00%","24,816","100.00%"
