"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12,301","63.83%","588","36.43%","12,889","61.71%"
"White","6,685","34.69%","1,007","62.39%","7,692","36.82%"
"Hispanic","202","1.05%","9",".56%","211","1.01%"
"Native American","26",".13%","6",".37%","32",".15%"
"Asian","50",".26%","1",".06%","51",".24%"
"Data Unavailable","9",".05%","3",".19%","12",".06%"
"TOTAL","19,273","100.00%","1,614","100.00%","20,888","100.00%"
