"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15334","69.17%","1204","52.23%","16538","67.58%"
"White","6615","29.84%","1076","46.68%","7691","31.43%"
"Hispanic","143","0.65%","9","0.39%","152","0.62%"
"Native American","21","0.09%","4","0.17%","25","0.10%"
"Asian","32","0.14%","7","0.30%","39","0.16%"
"Data Unavailable","22","0.10%","5","0.22%","27","0.11%"
"TOTAL","22167","100.00%","2305","100.00%","24472","100.00%"
