"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14021","73.05%","1114","61.68%","15135","72.07%"
"White","5060","26.36%","675","37.38%","5735","27.31%"
"Hispanic","72","0.38%","9","0.50%","81","0.39%"
"Native American","20","0.10%","4","0.22%","24","0.11%"
"Asian","20","0.10%","4","0.22%","24","0.11%"
"Data Unavailable","1","0.01%","0","0.00%","1","0.00%"
"TOTAL","19194","100.00%","1806","100.00%","21000","100.00%"
