"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15021","67.17%","914","43.40%","15935","65.13%"
"White","7047","31.51%","1171","55.60%","8218","33.59%"
"Hispanic","213",".95%","11",".52%","224",".92%"
"Native American","33",".15%","7",".33%","40",".16%"
"Asian","37",".17%","2",".09%","39",".16%"
"Data Unavailable","11",".05%","1",".05%","12",".05%"
"TOTAL","22362","100.00%","2106","100.00%","24468","100.00%"
