"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","13769","67.79%","692","41.89%","14461","65.85%"
"White","6317","31.10%","949","57.45%","7266","33.08%"
"Hispanic","159",".78%","8",".48%","167",".76%"
"Native American","18",".09%","3",".18%","21",".10%"
"Asian","34",".17%","0",".00%","34",".15%"
"Data Unavailable","13",".06%","0",".00%","13",".06%"
"TOTAL","20310","100.00%","1652","100.00%","21962","100.00%"
