"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","16356","68.94%","1275","50.84%","17631","67.21%"
"White","7057","29.74%","1203","47.97%","8260","31.49%"
"Hispanic","235","0.99%","16","0.64%","251","0.96%"
"Native American","24","0.10%","5","0.20%","29","0.11%"
"Asian","35","0.15%","5","0.20%","40","0.15%"
"Data Unavailable","19","0.08%","4","0.16%","23","0.09%"
"TOTAL","23726","100.00%","2508","100.00%","26234","100.00%"
