"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14108","72.62%","1098","61.24%","15206","71.66%"
"White","5209","26.81%","677","37.76%","5886","27.74%"
"Hispanic","72","0.37%","9","0.50%","81","0.38%"
"Native American","19","0.10%","5","0.28%","24","0.11%"
"Asian","17","0.09%","4","0.22%","21","0.10%"
"Data Unavailable","1","0.01%","0","0.00%","1","0.00%"
"TOTAL","19426","100.00%","1793","100.00%","21219","100.00%"
