"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12478","64.14%","597","34.71%","13075","61.75%"
"White","6680","34.34%","1093","63.55%","7773","36.71%"
"Hispanic","200","1.03%","20","1.16%","220","1.04%"
"Native American","31",".16%","4",".23%","35",".17%"
"Asian","57",".29%","4",".23%","61",".29%"
"unknown","8",".04%","2",".12%","10",".05%"
"TOTAL","19454","100.00%","1720","100.00%","21174","100.00%"
