"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12426","64.17%","596","36.25%","13022","61.98%"
"White","6665","34.42%","1027","62.47%","7692","36.61%"
"Hispanic","194","1.00%","12",".73%","206",".98%"
"Native American","27",".14%","5",".30%","32",".15%"
"Asian","47",".24%","3",".18%","50",".24%"
"unknown","6",".03%","1",".06%","7",".03%"
"TOTAL","19365","100.00%","1644","100.00%","21009","100.00%"
