"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15275","68.61%","1187","50.02%","16462","66.82%"
"White","6734","30.25%","1165","49.09%","7899","32.06%"
"Hispanic","168","0.75%","13","0.55%","181","0.73%"
"Native American","25","0.11%","2","0.08%","27","0.11%"
"Asian","34","0.15%","4","0.17%","38","0.15%"
"unknown","26","0.12%","2","0.08%","28","0.11%"
"TOTAL","22262","100.00%","2373","100.00%","24635","100.00%"
