"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12931","66.05%","696","40.58%","13627","64.00%"
"White","6372","32.55%","990","57.73%","7362","34.58%"
"Hispanic","191",".98%","22","1.28%","213","1.00%"
"Native American","31",".16%","6",".35%","37",".17%"
"Asian","46",".23%","1",".06%","47",".22%"
"Data Unavailable","6",".03%","0",".00%","6",".03%"
"TOTAL","19577","100.00%","1715","100.00%","21292","100.00%"
