"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15,583","67.24%","922","42.35%","16,505","65.10%"
"White","7,284","31.43%","1,230","56.50%","8,514","33.58%"
"Hispanic","219",".95%","15",".69%","234",".92%"
"Native American","37",".16%","6",".28%","43",".17%"
"Asian","45",".19%","2",".09%","47",".19%"
"Data Unavailable","6",".03%","2",".09%","10",".04%"
"TOTAL","23,174","100.00%","2,177","100.00%","25,353","100.00%"
