"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12231","64.71%","644","37.77%","12875","62.48%"
"White","6405","33.89%","1035","60.70%","7440","36.11%"
"Hispanic","187",".99%","17","1.00%","204",".99%"
"Native American","26",".14%","3",".18%","29",".14%"
"Asian","45",".24%","2",".12%","47",".23%"
"unknown","6",".03%","4",".23%","10",".05%"
"TOTAL","18900","100.00%","1705","100.00%","20605","100.00%"
