"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14217","71.83%","1132","61.19%","15349","70.92%"
"White","5471","27.64%","702","37.95%","6173","28.52%"
"Hispanic","69","0.35%","6","0.32%","75","0.35%"
"Native American","20","0.10%","5","0.27%","25","0.12%"
"Asian","14","0.07%","5","0.27%","19","0.09%"
"Data Unavailable","1","0.01%","","0.00%","1","0.00%"
"TOTAL","19792","100.00%","1850","100.00%","21642","100.00%"
