"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15308","68.64%","1176","49.64%","16484","66.81%"
"White","6745","30.24%","1168","49.30%","7913","32.07%"
"Hispanic","166","0.74%","14","0.59%","180","0.73%"
"Native American","24","0.11%","2","0.08%","26","0.11%"
"Asian","33","0.15%","4","0.17%","37","0.15%"
"unknown","27","0.12%","5","0.21%","32","0.13%"
"TOTAL","22303","100.00%","2369","100.00%","24672","100.00%"
